sector,category,activity_id,name,activity_unit,kgCO2e-AR5,kgCO2e-AR4,kgCO2,kgCH4,kgN2O,kgCO2e-OtherGHGs-AR5,kgCO2e-OtherGHGs-AR4,uncertainty,scope,lca_activity,source,year_released,years_valid,years_calculated_from,region,data_quality,contributor,date_accessed,description,source_link
Materials,Plastics and Rubber Products,plastics_rubber-type_lime_gypsum_products,Lime and gypsum products,USD,,3.133,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: lime and gypsum products. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_mineral_wool,Mineral wool,USD,,0.665,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: mineral wool. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_other_concrete_products,Other concrete products,USD,,0.476,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: other concrete products. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_other_nonmetallic_mineral_products,Other nonmetallic mineral products,USD,,0.849,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: other nonmetallic mineral products. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_other_plastic_products,Other plastic products,USD,,0.047,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: other plastic products. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_other_rubber_products,Other rubber products,USD,,0.214,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: other rubber products. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_pet_including_forming_closed_loop_source,PET (incl. forming) (Closed-loop source),tonne,not-supplied,3125.271567,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PET (incl. forming) (closed-loop source). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_pet_including_forming_open_loop_source,PET (incl. forming) (Open-loop source),tonne,not-supplied,600,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PET (incl. forming) (open-loop source). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_pet_including_forming_primary_material_production,PET (incl. forming) (Primary material production),tonne,not-supplied,4032.392498,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PET (incl. forming) (primary material production). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_plastic_bags_films_sheets,Plastic bags/films and sheets,USD,,0.542,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: plastic bags/films and sheets. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_plastic_bottles,Plastic bottles,USD,,0.346,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: plastic bottles. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_plastic_pipe_fittings_sausage_casings,Plastic pipe/fittings and sausage casings,USD,,0.648,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: plastic pipe/fittings and sausage casings. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_plastics_sold,Plastics sold (downstream),kg,not-supplied,0.04,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,GHG Protocol,2017,2016-2022,2016,GLOBAL,,Climatiq,2021/10/12,Emission intensity of products sold: plastics. Factors retrieved from the Quantis+GHG Protocol Scope 3 Calculator for the year 2016 and apply for years beyond 2016.,https://quantis-suite.com/Scope-3-Evaluator/
Materials,Plastics and Rubber Products,plastics_rubber-type_plastics_basic,Plastics/basic,EUR,0.3926,0.3878,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: plastics/basic. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Materials,Plastics and Rubber Products,plastics_rubber-type_plastics_basic,Plastics/basic,EUR,0.3241,0.319,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: plastics/basic. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Materials,Plastics and Rubber Products,plastics_rubber-type_plastics_basic,Plastics/basic,EUR,0.5642,0.5584,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: plastics/basic. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Materials,Plastics and Rubber Products,plastics_rubber-type_polystyrene_foam_products,Polystyrene foam products,USD,,0.713,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: polystyrene foam products. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_pp_including_forming_closed_loop_source,PP (incl. forming) (Closed-loop source),tonne,not-supplied,2541.31327,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PP (incl. forming) (closed-loop source). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_pp_including_forming_open_loop_source,PP (incl. forming) (Open-loop source),tonne,not-supplied,600,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PP (incl. forming) (open-loop source). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_pp_including_forming_primary_material_production,PP (incl. forming) (Primary material production),tonne,not-supplied,3104.726992,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PP (incl. forming) (primary material production). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_ps_including_forming_closed_loop_source,PS (incl. forming) (Closed-loop source),tonne,not-supplied,3198.957317,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PS (incl. forming) (closed-loop source). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_ps_including_forming_open_loop_source,PS (incl. forming) (Open-loop source),tonne,not-supplied,600,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PS (incl. forming) (open-loop source). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_ps_including_forming_primary_material_production,PS (incl. forming) (Primary material production),tonne,not-supplied,3777.9489,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PS (incl. forming) (primary material production). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_pvc_including_forming_closed_loop_source,PVC (incl. forming) (Closed-loop source),tonne,not-supplied,2489.670439,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PVC (incl. forming) (closed-loop source). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_pvc_including_forming_open_loop_source,PVC (incl. forming) (Open-loop source),tonne,not-supplied,600,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PVC (incl. forming) (open-loop source). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_pvc_including_forming_primary_material_production,PVC (incl. forming) (Primary material production),tonne,not-supplied,3413.084161,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of PVC (incl. forming) (primary material production). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_ready_mix_concrete,Ready-mix concrete,USD,,1.258,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: ready-mix concrete. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_rubber_plastic_belts_hoses,Rubber and plastic belts and hoses,USD,,0.419,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: rubber and plastic belts and hoses. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_rubber_plastic_products,Rubber and plastic products,EUR,0.3243,0.3206,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: rubber and plastic products. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Materials,Plastics and Rubber Products,plastics_rubber-type_rubber_plastic_products,Rubber and plastic products,EUR,0.3222,0.3183,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: rubber and plastic products. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Materials,Plastics and Rubber Products,plastics_rubber-type_rubber_plastic_products,Rubber and plastic products,EUR,0.3661,0.3626,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: rubber and plastic products. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Materials,Plastics and Rubber Products,plastics_rubber-type_rubber_plastics,Rubber and plastics,USD,not-supplied,1.056,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,GHG Protocol,2017,2016-2022,2016,GLOBAL,,Climatiq,2021/10/12,Emission intensity of supply chain (purchase of service/standard good/capital good) in US dollars spend on: rubber and plastics. Factors retrieved from the Quantis+GHG Protocol Scope 3 Calculator for the year 2016 and apply for years beyond 2016. The same emission factor applies to different types of investments in joint ventures/subsidiaries/associate companies that were not captured in Scope 1 emissions.,https://quantis-suite.com/Scope-3-Evaluator/
Materials,Plastics and Rubber Products,plastics_rubber-type_rubber_tires,Rubber tires,USD,,0.449,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: rubber tires. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Plastics and Rubber Products,plastics_rubber-type_tyres_open_loop_source,Tyres (Open-loop source),tonne,not-supplied,308.4001538,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of tyres (open-loop source). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_tyres_primary_material_production,Tyres (Primary material production),tonne,not-supplied,3335.5719,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of tyres (primary material production). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_tyres_reused,Tyres (Re-used),tonne,not-supplied,731.2178898,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,cradle_to_gate,BEIS,2021,2021,2021,GB,,Climatiq,2022/03/20,Emission intensity of tyres (re-used). The EF should be used to report on consumption of procured materials based on their origin (that is comprised of primary material or recycled materials). For primary materials these factors cover the extraction/primary processing/manufacturing and transportation materials to the point of sale not the materials in use. For secondary materials the factors cover sorting/processing/manufacturing and transportation to the point of sale not the materials in use. Retrieved from the Conversion Factors 2021: flat file published by the UK BEIS/Defra at the source URL.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Materials,Plastics and Rubber Products,plastics_rubber-type_urethane_other_foam_products,Urethane and other foam products,USD,,0.308,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: urethane and other foam products. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Primary Metals,metals_primary-type_alumina_refining_primary_aluminum_production,Alumina refining and primary aluminum production,USD,,0.847,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: alumina refining and primary aluminum production. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Primary Metals,metals_primary-type_aluminium_and_aluminium_products,Aluminium and aluminium products,EUR,0.744,0.7365,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: aluminium and aluminium products. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Materials,Primary Metals,metals_primary-type_aluminum_products,Aluminum products,USD,,0.549,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: aluminum products. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Primary Metals,metals_primary-type_basic_iron_steel_of_ferroalloys_first_products,Basic iron and steel and of ferroalloys and first products thereof,EUR,0.9404,0.9283,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: basic iron and steel and of ferroalloys and first products thereof. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Materials,Primary Metals,metals_primary-type_basic_metals_fabricated_metal,Basic metals and fabricated metal,USD,not-supplied,1.5361,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,GHG Protocol,2017,2016-2022,2016,GLOBAL,,Climatiq,2021/10/12,Emission intensity of supply chain (purchase of service/standard good/capital good) in US dollars spend on: basic metals and fabricated metal. Factors retrieved from the Quantis+GHG Protocol Scope 3 Calculator for the year 2016 and apply for years beyond 2016. The same emission factor applies to different types of investments in joint ventures/subsidiaries/associate companies that were not captured in Scope 1 emissions.,https://quantis-suite.com/Scope-3-Evaluator/
Materials,Primary Metals,metals_primary-type_cast_iron_steel,Cast iron and steel,USD,,0.305,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: cast iron and steel. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Materials,Primary Metals,metals_primary-type_copper_products,Copper products,EUR,0.7157,0.707,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: copper products. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Materials,Primary Metals,metals_primary-type_lead_zinc_tin_products,Lead/zinc and tin and products thereof,EUR,0.8302,0.8102,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: lead/zinc and tin and products thereof. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Materials,Primary Metals,metals_primary-type_metal_sold,Metal sold (downstream),kg,not-supplied,0.04,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,GHG Protocol,2017,2016-2022,2016,GLOBAL,,Climatiq,2021/10/12,Emission intensity of products sold: metal. Factors retrieved from the Quantis+GHG Protocol Scope 3 Calculator for the year 2016 and apply for years beyond 2016.,https://quantis-suite.com/Scope-3-Evaluator/
